tweet_id;timestamp;source;text;rating_numerator;name;classifier;retweet_count;favorite_count;jpg_url
858843525470990336;2017-05-01 00:40:27;Twitter for iPhone;I have stumbled puppon a doggo painting party. They're looking to be the next Pupcasso or Puppollock. All 13/10 would put it on the fridge https://t.co/cUeDMlHJbq;13;nan;doggo;3565;15733;https://pbs.twimg.com/media/C-s5oYZXkAAMHHq.jpg
858107933456039936;2017-04-28 23:57:28;Twitter for iPhone;This is Wyatt. He had an interview earlier today. Was just told he didn't get the job. A h*ckin injustice. Still 12/10 keep your chin pup https://t.co/QXA4sCXSDF;12;Wyatt;not classified;2999;15933;https://pbs.twimg.com/media/C-icm_WXUAAmuRR.jpg
857393404942143489;2017-04-27 00:38:11;Twitter for iPhone;"Instead of the usual nightly dog rate, I'm sharing this story with you. Meeko is 13/10 and would like your help 

https://t.co/Mj4j6QoIJk https://t.co/JdNE5oqYEV";13;nan;not classified;1690;6003;https://pbs.twimg.com/media/C-YSwA_XgAEOr25.jpg
857214891891077121;2017-04-26 12:48:51;Twitter for iPhone;@Marc_IRL pixelated af 12/10;12;nan;not classified;18;232;nan
856526610513747968;2017-04-24 15:13:52;Twitter for iPhone;THIS IS CHARLIE, MARK. HE DID JUST WANT TO SAY HI AFTER ALL. PUPGRADED TO A 14/10. WOULD BE AN HONOR TO FLY WITH https://t.co/p1hBHCmWnA;14;nan;not classified;1942;12044;https://pbs.twimg.com/media/C-L-aIYXgAIR0jY.jpg
856288084350160898;2017-04-23 23:26:03;Twitter for iPhone;@xianmcguire @Jenna_Marbles Kardashians wouldn't be famous if as a society we didn't place enormous value on what they do. The dogs are very deserving of their 14/10;14;nan;not classified;17;527;nan
855862651834028034;2017-04-22 19:15:32;Twitter for iPhone;@dhmontgomery We also gave snoop dogg a 420/10 but I think that predated your research;15;nan;not classified;28;352;nan
855860136149123072;2017-04-22 19:05:32;Twitter for iPhone;@s8n You tried very hard to portray this good boy as not so good, but you have ultimately failed. His goodness shines through. 666/10;15;nan;not classified;1065;5134;nan
855857698524602368;2017-04-22 18:55:51;Twitter for iPhone;"HE'S LIKE ""WAIT A MINUTE I'M AN ANIMAL THIS IS AMAZING HI HUMAN I LOVE YOU AS WELL"" 13/10 https://t.co/sb73bV5Y7S";13;nan;not classified;2188;12074;nan
853299958564483072;2017-04-15 17:32:18;Twitter for iPhone;This is Rumpole. He'll be your Uber driver this evening. Won't start driving until you buckle pup. 13/10 h*ckin safe good boy https://t.co/EX9Z3EXlVP;13;Rumpole;not classified;3736;15948;https://pbs.twimg.com/media/C9eHyF7XgAAOxPM.jpg
852912242202992640;2017-04-14 15:51:39;Twitter for iPhone;"Meet Benny. He likes being adorable and making fun of you while you're on the trampoline. 12/10 let's help him out

https://t.co/aVMjBqAy1x https://t.co/7gx2LksT3U";12;Benny;not classified;1925;9312;https://pbs.twimg.com/media/C9YnKK3VoAAxn1E.jpg
852672615818899456;2017-04-13 23:59:28;Twitter for iPhone;This is Aspen. She's never tasted a stick so succulent. On the verge of tears. A face of pure appreciation. 12/10 https://t.co/VlyBzOXHEW;12;Aspen;not classified;2261;15345;https://pbs.twimg.com/media/C9VNNp1XkAEWRFb.jpg
852189679701164033;2017-04-12 16:00:27;Twitter for iPhone;This is Sailor. He has collected the best dirt in the area. As any good boy would. Under the impression you know what to do next. 12/10 https://t.co/jrFzScKWEG;12;Sailor;not classified;1665;11814;https://pbs.twimg.com/media/C9OV99SXsAEmj1U.jpg
850380195714523136;2017-04-07 16:10:12;Twitter for iPhone;This is Leo. He's a personal triathlon coach. Currently overseeing this athlete's push-pups. H*ckin brutal. 13/10 would do all he asks of me https://t.co/FXZQtBcnTO;13;Leo;not classified;2759;13506;https://pbs.twimg.com/ext_tw_video_thumb/850380153985355777/pu/img/lFouhg-EZvJs8eMr.jpg
850333567704068097;2017-04-07 13:04:55;Twitter for iPhone;@markhoppus MARK THAT DOG HAS SEEN AND EXPERIENCED MANY THINGS. PROBABLY LOST OTHER EAR DOING SOMETHING HEROIC. 13/10 HUG THE DOG HOPPUS;13;nan;not classified;352;3546;nan
849336543269576704;2017-04-04 19:03:06;Twitter for iPhone;At first I thought this was a dog because of the sign, but it is clearly Wilson from Home Improvement. Please only send in dogs... 11/10 https://t.co/jqPk1BZ6xu;11;nan;not classified;1994;11835;https://pbs.twimg.com/media/C8lzFC4XcAAQxB4.jpg
848213670039564288;2017-04-01 16:41:12;Twitter for iPhone;Jerry just apuppologized to me. He said there was no ill-intent to the slippage. I overreacted I admit. Pupgraded to an 11/10 would pet;11;nan;not classified;792;8483;nan
847842811428974592;2017-03-31 16:07:33;Twitter for iPhone;"This is Rontu. He is described as a pal, cuddle bug, protector and constant shadow. 12/10, but he needs your help

https://t.co/zK4cpKPFfU https://t.co/7Xvoalr798";12;Rontu;not classified;1425;5695;https://pbs.twimg.com/media/C8QkidrVYAQXQh7.jpg
847617282490613760;2017-03-31 01:11:22;Twitter for iPhone;.@breaannanicolee PUPDATE: Cannon has a heart on his nose. Pupgraded to a 13/10;13;nan;not classified;451;7289;nan
846505985330044928;2017-03-27 23:35:28;Twitter for iPhone;THIS WAS NOT HIS FAULT HE HAD NO IDEA. 11/10 STILL A VERY GOOD DOG https://t.co/GJ8rozumsy;11;nan;not classified;3291;14715;nan
845397057150107648;2017-03-24 22:08:59;Twitter for iPhone;"Say hello to Mimosa. She's an emotional support doggo who helps her owner with PTSD. 13/10, but she needs your help

https://t.co/L6mLzrd7Mx https://t.co/jMutBFdw5o";13;Mimosa;doggo;1927;7964;https://pbs.twimg.com/media/C7t0IzLWkAINoft.jpg
844979544864018432;2017-03-23 18:29:57;Twitter for iPhone;PUPDATE: I'm proud to announce that Toby is 236 days sober. Pupgraded to a 13/10. We're all very proud of you, Toby https://t.co/a5OaJeRl9B;13;nan;not classified;2754;14229;https://pbs.twimg.com/media/C7n4aQ0VAAAohkL.jpg
844973813909606400;2017-03-23 18:07:10;Twitter for iPhone;This is Brady. He's a recovering alcoholic. Demonstrating incredible restraint here. 12/10 don't give pup, don't give in, Brady https://t.co/B1iBuSq3hr;12;Brady;not classified;3427;15783;https://pbs.twimg.com/media/C7nzMwTV4AARz4t.jpg
844223788422217728;2017-03-21 16:26:50;Twitter for iPhone;This is Margo. She just dug pup a massive hole. Can't wait for you to see it. H*ckin proud of herself. 12/10 would forgive then pet https://t.co/H38HB6rBTx;12;Margo;not classified;2345;14245;https://pbs.twimg.com/media/C7dJCnqU4AAswat.jpg
843981021012017153;2017-03-21 00:22:10;Twitter for iPhone;HE WAS DOING A SNOOZE NO SHAME IN A SNOOZE 13/10 https://t.co/Gu5wHx3CBd;13;nan;not classified;3120;15803;nan
842846295480000512;2017-03-17 21:13:10;Twitter for iPhone;This is Charlie. He's wishing you a very fun and safe St. Pawtrick's Day. 13/10 festive af https://t.co/nFpNgCWWYs;13;Charlie;not classified;3846;15916;https://pbs.twimg.com/media/C7JkO0rX0AErh7X.jpg
842765311967449089;2017-03-17 15:51:22;Twitter for iPhone;"Meet Indie. She's not a fan of baths but she's definitely a fan of hide &amp; seek. 12/10 click the link to help Indie

https://t.co/fvGkIuAlFK https://t.co/kiCFtmJd7l";12;Indie;not classified;1360;7062;https://pbs.twimg.com/media/C7IalMVX0AATKRD.jpg
842115215311396866;2017-03-15 20:48:07;Twitter for iPhone;This is Bentley. It's his first time going to the beach. I think he's a fan. 12/10 would build sand castles with https://t.co/iDK4OyQJoy;12;Bentley;not classified;3244;14666;https://pbs.twimg.com/media/C6_LTCZWoAAKm_O.jpg
841439858740625411;2017-03-14 00:04:30;Twitter for iPhone;Here we have some incredible doggos for #K9VeteransDay. All brave as h*ck. Salute your dog in solidarity. 14/10 for all https://t.co/SVNMdFqKDL;14;nan;not classified;3927;13232;https://pbs.twimg.com/media/C61lFFiWoAAJdiL.jpg
840698636975636481;2017-03-11 22:59:09;Twitter for iPhone;"@0_kelvin_0 &gt;10/10 is reserved for puppos sorry Kevin";10;nan;not classified;2;188;nan
840696689258311684;2017-03-11 22:51:24;Twitter for iPhone;I didn't even have to intervene. Took him 4 minutes to realize his error. 10/10 for Kevin https://t.co/2gclc1MNr7;10;nan;not classified;1050;12899;https://pbs.twimg.com/media/C6rBLenU0AAr8MN.jpg
840632337062862849;2017-03-11 18:35:42;Twitter for iPhone;"Say hello to Maddie and Gunner. They are considerably pupset about bath time. Both 12/10 but Gunner needs your help

https://t.co/JesYTzb1Jo https://t.co/5cncH08G1o";12;Maddie;not classified;1882;9415;https://pbs.twimg.com/media/C6qGphPV4AEKrdc.jpg
839990271299457024;2017-03-10 00:04:21;Twitter for iPhone;Meet Sojourner. His nose is a Fibonacci Spiral. Legendary af. 13/10 we must protect him at all costs https://t.co/r7W1NbkOtr;13;Sojourner;not classified;2468;14102;https://pbs.twimg.com/media/C6g-sX-VsAAHfJ9.jpg
838921590096166913;2017-03-07 01:17:48;Twitter for iPhone;This is Arlo. He's officially the king of snowy tongue slips. 13/10 would comfort during inevitable brain freeze https://t.co/oXVu9pNZZv;13;Arlo;not classified;2231;11740;https://pbs.twimg.com/media/C6Ryuf7UoAAFX4a.jpg
838561493054533637;2017-03-06 01:26:54;Twitter for iPhone;This is Walter. His owner has been watching all the Iditarod coverage and is convinced Walter can be a sled dog. 13/10 Walter isn't so sure https://t.co/0av1PEehFI;13;Walter;not classified;1424;11475;https://pbs.twimg.com/media/C6MrOsEXQAENOds.jpg
838150277551247360;2017-03-04 22:12:52;Twitter for iPhone;@markhoppus 182/10;15;nan;not classified;354;1771;nan
838085839343206401;2017-03-04 17:56:49;Twitter for iPhone;@bragg6of8 @Andy_Pace_ we are still looking for the first 15/10;15;nan;not classified;0;149;nan
837482249356513284;2017-03-03 01:58:22;Twitter for iPhone;This is Waffles. He's a ship captain in real life and in @GoodDogsGame. Must've gotten to the max level (wink) 13/10 would sail with https://t.co/Z3LAaV2pKz;13;Waffles;not classified;476;4036;https://pbs.twimg.com/media/C59VqMUXEAAzldG.jpg
837471256429613056;2017-03-03 01:14:41;Twitter for iPhone;This is Vincent. He's suave as h*ck. Will be your copilot this evening. Claims he doesn't need to look at the directions. 12/10 https://t.co/u51tzXSVi3;12;Vincent;not classified;2468;13464;https://pbs.twimg.com/media/C59LpELWUAEUmYh.jpg
836989968035819520;2017-03-01 17:22:13;Twitter for iPhone;This is Mookie. He really enjoys shopping but not from such high altitudes. Doin him quite the concern. 12/10 someone lower him https://t.co/beWUzGVKRM;12;Mookie;not classified;2473;13396;https://pbs.twimg.com/media/C52V7PzWcAA_pVv.jpg
836677758902222849;2017-02-28 20:41:37;Twitter for iPhone;Say hello to Oliver. He's pretty exotic. Fairly pupset as well. Too many midterms coming pup. 11/10 would pet with extreme caution https://t.co/fGAPAsxjKs;11;Oliver;not classified;2393;13277;https://pbs.twimg.com/media/C5x57-TWUAEawQh.jpg
836380477523124226;2017-02-28 01:00:19;Twitter for iPhone;This is Ava. She just blasted off. Streamline af. Aerodynamic as h*ck. One small step for pupper, one giant leap for pupkind. 12/10 https://t.co/W4KffrdX3Q;12;Ava;pupper;3187;15503;https://pbs.twimg.com/media/C5trm6iWgAQ22Hw.jpg
835264098648616962;2017-02-24 23:04:14;Twitter for iPhone;"Meet Lola. Her hobbies include being precious af and using her foot as a toothbrush. 12/10 Lola requests your help

https://t.co/FYFyHh7rir https://t.co/IiB7ggduoU";12;Lola;not classified;1840;8170;https://pbs.twimg.com/media/C5d0QtvXMAI_7uz.jpg
835246439529840640;2017-02-24 21:54:03;Twitter for iPhone;@jonnysun @Lin_Manuel ok jomny I know you're excited but 960/00 isn't a valid rating, 13/10 is tho;15;nan;not classified;78;2204;nan
834931633769889797;2017-02-24 01:03:08;Twitter for iPhone;This is Tucker. He decided it was time to part ways with his favorite ball. We captured the emotional farewell on camera. 12/10 https://t.co/jTe7Y6P0HK;12;Tucker;not classified;1784;11427;https://pbs.twimg.com/media/C5ZF4p-XEAEmApg.jpg
834574053763584002;2017-02-23 01:22:14;Twitter for iPhone;Here's a doggo fully pupared for a shower. H*ckin exquisite balance. Sneaky tongue slip too. 13/10 https://t.co/UtEVnQ1ZPg;13;nan;doggo;2737;14446;https://pbs.twimg.com/media/C5UAqgyXAAAbMWH.jpg
834458053273591808;2017-02-22 17:41:18;Twitter for iPhone;"Meet Chester (bottom) &amp; Harold (top). They are different dogs not only in appearance, but in personality as well. Both 12/10 symbiotic af https://t.co/8ZOZS2FSJe";12;Chester;not classified;1810;10146;https://pbs.twimg.com/media/C5SXK89XUAQg7GX.jpg
834089966724603904;2017-02-21 17:18:39;Twitter for iPhone;DOGGO ON THE LOOSE I REPEAT DOGGO ON THE LOOSE 10/10 https://t.co/ffIH2WxwF0;10;nan;doggo;2296;10602;nan
834086379323871233;2017-02-21 17:04:24;Twitter for iPhone;This is Lipton. He's a West Romanian Snuggle Pup. Only a few left of his kind. 12/10 would boop https://t.co/5KmXPIGgAG;12;Lipton;not classified;2398;13792;https://pbs.twimg.com/media/C5NFIsjWQAEI93t.jpg
833863086058651648;2017-02-21 02:17:06;Twitter for iPhone;This is Bentley. Hairbrushes are his favorite thing in the h*ckin world. 12/10 impawsible to say no to https://t.co/HDloTYilWZ;12;Bentley;not classified;2601;14148;https://pbs.twimg.com/media/C5J6DIpWQAEosSz.jpg
833479644947025920;2017-02-20 00:53:27;Twitter for iPhone;This is Poppy. She just arrived. 13/10 would snug passionately https://t.co/YGeSpyN8Gu;13;Poppy;not classified;2240;15690;https://pbs.twimg.com/media/C5EdT4jWEAARv2C.jpg
832998151111966721;2017-02-18 17:00:10;Twitter for iPhone;This is Rhino. He arrived at a shelter with an elaborate doggo manual for his new family, written by someone who will always love him. 13/10 https://t.co/QX1h0oqMz0;13;Rhino;doggo;2400;14041;https://pbs.twimg.com/media/C49nZavUYAEJjGw.jpg
832682457690300417;2017-02-17 20:05:43;Twitter for iPhone;Prosperous good boy 13/10 socioeconomic af https://t.co/8YlD5lxPbQ;13;nan;not classified;3177;12542;nan
832645525019123713;2017-02-17 17:38:57;Twitter Web Client;"There's going to be a dog terminal at JFK Airport. This is not a drill. 10/10  
https://t.co/dp5h9bCwU7";10;Not;not classified;563;3083;nan
832397543355072512;2017-02-17 01:13:34;Twitter for iPhone;This is Eevee. She wants to see how you're doing. Just checkin pup on you. She hopes you're doing okay. 12/10 extremely good girl https://t.co/nqAJGCHKEt;12;Eevee;not classified;2408;12620;https://pbs.twimg.com/media/C41FIiAW8AA7lMr.jpg
832273440279240704;2017-02-16 17:00:25;Twitter for iPhone;Say hello to Smiley. He's a blind therapy doggo having a h*ckin blast high steppin around in the snow. 14/10 would follow anywhere https://t.co/SHAb1wHjMz;14;Smiley;doggo;2525;11949;https://pbs.twimg.com/ext_tw_video_thumb/832273373149413377/pu/img/qOqxM0b48fEarmq6.jpg
832088576586297345;2017-02-16 04:45:50;Twitter for iPhone;@docmisterio account started on 11/15/15;11;nan;not classified;2;70;nan
831926988323639298;2017-02-15 18:03:45;Twitter for iPhone;@UNC can confirm 12/10;12;nan;not classified;35;361;nan
831670449226514432;2017-02-15 01:04:21;Twitter for iPhone;This is Daisy. She has a heart on her butt. 13/10 topical af https://t.co/u6p4LxzHKg;13;Daisy;not classified;1965;11047;https://pbs.twimg.com/media/C4qv3JUW8AADirb.jpg
831650051525054464;2017-02-14 23:43:18;Twitter for iPhone;"I usually only share these on Friday's, but this is Blue. He's a very smoochable pooch who needs your help. 13/10

https://t.co/piiX0ke8Z6 https://t.co/1UHrKcaCiO";13;nan;not classified;2105;7594;https://pbs.twimg.com/media/C4qdThOWAAI3WX3.jpg
831552930092285952;2017-02-14 17:17:22;Twitter for iPhone;This is Dutch. He dressed up as his favorite emoji for Valentine's Day. I've got heart eyes for his heart eyes. 13/10 https://t.co/BCbmFYLrse;13;Dutch;not classified;2485;9523;https://pbs.twimg.com/media/C4pE-I0WQAABveu.jpg
831322785565769729;2017-02-14 02:02:51;Twitter for iPhone;This is Pete. He has no eyes. Needs a guide doggo. Also appears to be considerably fluffy af. 12/10 would hug softly https://t.co/Xc0gyovCtK;12;Pete;doggo;1658;9721;https://pbs.twimg.com/media/C4lzqQ4UEAApzU0.jpg
831315979191906304;2017-02-14 01:35:49;Twitter Web Client;I couldn't make it to the #WKCDogShow BUT I have people there on the ground relaying me the finest pupper pics possible. 13/10 for all https://t.co/jd6lYhfdH4;13;nan;pupper;1210;6899;https://pbs.twimg.com/media/C4lst0bXAAE6MP8.jpg
831309418084069378;2017-02-14 01:09:44;Twitter for iPhone;This is Scooter and his son Montoya.  Scooter is a wonderful father. He takes very good care of Montoya. Both 12/10 would pet at same time https://t.co/ghqMfxxa4V;12;Scooter;not classified;2643;12408;https://pbs.twimg.com/media/C4lngK5VUAEVrNO.jpg
831262627380748289;2017-02-13 22:03:49;Twitter for iPhone;This is Tucker. He's feeling h*ckin festive and his owners don't have the heart to tell him Christmas is over. 12/10 https://t.co/zqR5XKMpuY;12;Tucker;not classified;2227;12600;https://pbs.twimg.com/media/C4k88lGVMAEKNzb.jpg
830956169170665475;2017-02-13 01:46:03;Twitter for iPhone;Say hello to Reggie. He hates puns. 12/10 lighten pup Reggie https://t.co/X4vNEzAod5;12;Reggie;not classified;1620;8441;https://pbs.twimg.com/ext_tw_video_thumb/830956118893543424/pu/img/t2G0raF7pDPRMAH5.jpg
830097400375152640;2017-02-10 16:53:37;Twitter for iPhone;"Meet Samson. He's absolute fluffy perfection. Easily 13/10, but he needs your help. Click the link to find out more

https://t.co/z82hCtwhpn https://t.co/KoWrMkbMbW";13;Samson;not classified;3263;10396;https://pbs.twimg.com/media/C4UZLZLWYAA0dcs.jpg
829861396166877184;2017-02-10 01:15:49;Twitter for iPhone;This is Mia. She already knows she's a good dog. You don't have to tell her. 12/10 would probably tell her anyway https://t.co/xeudgDXmTU;12;Mia;not classified;2127;12943;https://pbs.twimg.com/media/C4RCiIHWYAAwgJM.jpg
829449946868879360;2017-02-08 22:00:52;Twitter for iPhone;Here's a stressed doggo. Had a long day. Many things on her mind. The hat communicates these feelings exquisitely. 11/10 https://t.co/fmRS43mWQB;11;nan;doggo;2205;11082;https://pbs.twimg.com/media/C4LMUf8WYAkWz4I.jpg
828650029636317184;2017-02-06 17:02:17;Twitter for iPhone;Occasionally, we're sent fantastic stories. This is one of them. 14/10 for Grace https://t.co/bZ4axuH6OK;14;One;not classified;1466;10069;https://pbs.twimg.com/media/C3_0yhCWEAETXj2.jpg
828409743546925057;2017-02-06 01:07:28;Twitter for iPhone;This is Mutt Ryan. He's quite confident at the moment. 12/10 rise pup! https://t.co/ZH5CvRlCxt;12;Mutt;not classified;1251;6669;https://pbs.twimg.com/media/C38aQYgXAAMY2Wh.jpg
828408677031882754;2017-02-06 01:03:14;Twitter for iPhone;This is Bear. He went outside to play in the snow. Needed a break from the game. Feeling a tad better now. 12/10  deep breaths Bear https://t.co/7WFLKli2T3;12;Bear;not classified;1396;8113;https://pbs.twimg.com/media/C38ZSzlWIAEpQzs.jpg
828381636999917570;2017-02-05 23:15:47;Twitter for iPhone;Meet Doobert. He's a deaf doggo. Didn't stop him on the field tho. Absolute legend today. 14/10 would pat head approvingly https://t.co/iCk7zstRA9;14;Doobert;doggo;2418;13393;https://pbs.twimg.com/media/C38Asz1WEAAvzj3.jpg
828376505180889089;2017-02-05 22:55:23;Twitter for iPhone;"This is Beebop. Her name means ""Good Dog"" in robot. She also was a star on the field today. 13/10 would pet well https://t.co/HKBVZqXFNR";13;Beebop;not classified;1154;7829;https://pbs.twimg.com/media/C378BwxWMAA6CNK.jpg
828372645993398273;2017-02-05 22:40:03;Twitter for iPhone;This is Alexander Hamilpup. He was one of the many stars in this year's Puppy Bowl. He just hopes both teams had fun. 12/10 https://t.co/JcTuUcyYNS;12;Alexander;not classified;3198;13285;https://pbs.twimg.com/media/C374hb0WQAAIbQ-.jpg
828361771580813312;2017-02-05 21:56:51;Twitter Web Client;Beebop and Doobert should start a band 12/10 would listen;12;nan;not classified;184;2325;nan
828046555563323392;2017-02-05 01:04:17;Twitter for iPhone;This is Sailer. He waits on the roof for his owners to come home. Nobody knows how he gets up there. H*ckin loyal af. 13/10 https://t.co/O37z4jaMG9;13;Sailer;not classified;3113;12467;https://pbs.twimg.com/media/C33P8PrUcAMiQQs.jpg
828011680017821696;2017-02-04 22:45:42;Twitter for iPhone;Say hello to Brutus and Jersey. They think they're the same size. Best furiends furever. Both 11/10 would pet simultaneously https://t.co/rkhCFfDtxB;11;Brutus;not classified;2338;10995;https://pbs.twimg.com/media/C32wOLcWYAAjNqS.jpg
827600520311402496;2017-02-03 19:31:54;Twitter for iPhone;Meet Tucker. It's his birthday. He's pupset with you because you're too busy playing @GoodDogsGame to celebrate. 13/10 would put down phone https://t.co/vrppizPGdb;13;Tucker;not classified;1032;7858;https://pbs.twimg.com/media/C3w6RYbWQAAEQ25.jpg
827199976799354881;2017-02-02 17:00:17;Twitter for iPhone;This is Charlie. He wins every game of chess he plays. Won't let opponent pet him until they forfeit. 13/10 you win again Charlie https://t.co/UkyQibIBzZ;13;Charlie;not classified;2443;11225;https://pbs.twimg.com/media/C3rN-lcWEAA9CmR.jpg
826598799820865537;2017-02-01 01:11:25;Twitter for iPhone;"I was going to do 007/10, but the joke wasn't worth the &lt;10 rating";7;nan;not classified;277;5427;nan
826598365270007810;2017-02-01 01:09:42;Twitter for iPhone;This is Pawnd... James Pawnd. He's suave af. 13/10 would trust with my life https://t.co/YprN62Z74I;13;Pawnd;not classified;2556;10701;https://pbs.twimg.com/media/C3iq0EEXUAAdBYC.jpg
826240494070030336;2017-01-31 01:27:39;Twitter for iPhone;We only rate dogs. Please don't send in any more non-dogs like this Wild Albanian Street Moose. Thank you... 11/10 https://t.co/srXL2s868C;11;nan;not classified;2815;14098;https://pbs.twimg.com/media/C3dlVMbXAAUd-Gh.jpg
826204788643753985;2017-01-30 23:05:46;Twitter for iPhone;"Here's a little more info on Dew, your favorite roaming doggo that went h*ckin viral. 13/10 
https://t.co/1httNYrCeW https://t.co/KvaM8j3jhX";13;nan;doggo;1016;5181;https://pbs.twimg.com/media/C3dEza1WcAAhlNU.jpg
